CPT_CODE,DESCRIPTION,NON_FACILITY_PRICE,FACILITY_PRICE
31510,Laryngoscopy with biopsy,104.83,0.0
31511,Remove foreign body larynx,116.15,0.0
31512,Removal of larynx lesion,112.15,0.0
31513,Injection into vocal cord,113.15,0.0
31515,Laryngoscopy for aspiration,101.17,0.0
31520,Dx laryngoscopy newborn,134.45,0.0
31525,Dx laryngoscopy excl nb,137.11,0.0
31526,Dx laryngoscopy w/oper scope,134.78,0.0
31527,Laryngoscopy for treatment,166.07,0.0
31528,Laryngoscopy and dilation,124.47,0.0
31529,Laryngoscopy and dilation,137.45,0.0
31530,Laryngoscopy w/fb removal,172.39,0.0
31531,Laryngoscopy w/fb & op scope,181.04,0.0
31535,Laryngoscopy w/biopsy,161.41,0.0
31536,Laryngoscopy w/bx & op scope,178.38,0.0
31540,Laryngoscopy w/exc of tumor,204.67,0.0
31541,Larynscop w/tumr exc + scope,222.64,0.0
31545,Remove vc lesion w/scope,304.51,0.0
31546,Remove vc lesion scope/graft,458.93,0.0
31551,Laryngoplasty laryngeal sten,1366.48,0.0
31552,Laryngoplasty laryngeal sten,1322.88,0.0
31553,Laryngoplasty laryngeal sten,1494.27,0.0
31554,Laryngoplasty laryngeal sten,1494.94,0.0
31560,Laryngoscop w/arytenoidectom,262.91,0.0
31561,Larynscop remve cart + scop,286.87,0.0
31570,Laryngoscope w/vc inj,195.69,0.0
31571,Laryngoscop w/vc inj + scope,210.66,0.0
31572,Largsc w/laser dstrj les,154.42,0.0
31573,Largsc w/ther injection,128.46,0.0
31574,Largsc w/njx augmentation,128.79,0.0
31575,Diagnostic laryngoscopy,60.9,0.0
31576,Laryngoscopy with biopsy,103.5,0.0
31577,Largsc w/rmvl foreign bdy(s),118.48,0.0
31578,Largsc w/removal lesion,128.79,0.0
31579,Laryngoscopy telescopic,103.5,0.0
31580,Laryngoplasty laryngeal web,1161.47,0.0
31584,Laryngoplasty fx rdctj fixj,1261.98,0.0
31587,Laryngoplasty cricoid split,1086.59,0.0
31590,Reinnervate larynx,878.92,0.0
31591,Laryngoplasty medialization,996.07,0.0
31592,Cricotracheal resection,1525.56,0.0
31599,Unlisted procedure larynx,0.0,0.0
31600,Planned tracheostomy,272.23,0.0
31601,Planned tracheostomy<2 yrs,378.06,0.0
31603,Emer tracheostomy ttrach,277.56,0.0
31605,Emer tracheostomy cthyr mem,301.52,0.0
31610,Tracheostomy fenest skin flp,857.63,0.0
31611,Constj trachesophgl fstl,489.22,0.0
31612,Perq trchl pnxr ttrach aspir,41.6,0.0
31613,Tracheostoma revj simple,394.7,0.0
31614,Tracheostoma revj complex,639.97,0.0
31615,Trcheobrnchsc est trachs inc,101.5,0.0
31622,Dx bronchoscope/wash,119.81,0.0
31623,Dx bronchoscope/brush,118.81,0.0
31624,Dx bronchoscope/lavage,120.47,0.0
31625,Bronchoscopy w/biopsy(s),140.11,0.0
31626,Bronchoscopy w/markers,177.38,0.0
31627,Navigational bronchoscopy,84.86,0.0
31628,Bronchoscopy/lung bx each,158.08,0.0
31629,Bronchoscopy/needle bx each,167.73,0.0
31630,Bronchoscopy dilate/fx repr,176.05,0.0
31631,Bronchoscopy dilate w/stent,199.01,0.0
31632,Bronchoscopy/lung bx addl,42.93,0.0
31633,Bronchoscopy/needle bx addl,55.91,0.0
31634,Bronch w/balloon occlusion,169.73,0.0
31635,Bronchoscopy w/fb removal,157.75,0.0
31636,Bronchoscopy bronch stents,194.69,0.0
31637,Bronchoscopy stent add-on,66.89,0.0
31638,Bronchoscopy revise stent,218.32,0.0
31640,Bronchoscopy w/tumor excise,217.32,0.0
31641,Bronchoscopy treat blockage,223.64,0.0
31643,Diag bronchoscope/catheter,151.76,0.0
31645,Brnchsc w/ther aspir 1st,132.79,0.0
31646,Brnchsc w/ther aspir sbsq,128.46,0.0
31647,Bronchial valve init insert,184.37,0.0
31648,Bronchial valve remov init,176.38,0.0
31649,Bronchial valve remov addl,61.57,0.0
31651,Bronchial valve addl insert,66.89,0.0
31652,Bronch ebus samplng 1/2 node,197.35,0.0
31653,Bronch ebus samplng 3/> node,218.32,0.0
31654,Bronch ebus ivntj perph les,59.57,0.0
31660,Bronch thermoplsty 1 lobe,169.06,0.0
31661,Bronch thermoplsty 2/> lobes,178.05,0.0
31717,Bronchial brush biopsy,96.18,0.0
31720,Clearance of airways,45.26,0.0
31725,Clearance of airways,70.22,0.0
31730,Intro windpipe wire/tube,132.79,0.0
31750,Tracheoplasty cervical,1242.68,0.0
31755,Trachplsty trchphryngl fstlj,1587.79,0.0
31760,Tracheoplasty intrathoracic,1309.24,0.0
31766,Carinal reconstruction,1662.67,0.0
31770,Repair/graft of bronchus,1248.67,0.0
31775,Reconstruct bronchus,1317.56,0.0
31780,Reconstruct windpipe,1026.69,0.0
31781,Reconstruct windpipe,1220.71,0.0
31785,Remove windpipe lesion,915.53,0.0
31786,Remove windpipe lesion,1355.83,0.0
31800,Repair of windpipe injury,642.3,0.0
31805,Repair of windpipe injury,792.06,0.0
31820,Closure of windpipe lesion,299.19,0.0
31825,Repair of windpipe defect,428.65,0.0
31830,Revise windpipe scar,329.8,0.0
31899,Unlisted px trachea bronchi,0.0,0.0
32035,Thoracostomy w/rib resection,724.84,0.0
32036,Thoracostomy w/flap drainage,771.76,0.0
32096,Open wedge/bx lung infiltr,761.45,0.0
32097,Open wedge/bx lung nodule,767.1,0.0
32098,Open biopsy of lung pleura,718.85,0.0
32100,Exploration of chest,774.43,0.0
32110,Explore/repair chest,1390.77,0.0
32120,Re-exploration of chest,845.98,0.0
32124,Explore chest free adhesions,895.9,0.0
32140,Removal of lung lesion(s),951.81,0.0
32141,Remove/treat lung lesions,1428.38,0.0
32150,Removal of lung lesion(s),972.11,0.0
32151,Remove lung foreign body,965.12,0.0
32160,Open chest heart massage,769.43,0.0
32200,Drain open lung lesion,1104.9,0.0
32215,Treat chest lining,780.75,0.0
32220,Release of lung,1532.88,0.0
32225,Partial release of lung,954.14,0.0
32310,Removal of chest lining,886.25,0.0
32320,Free/remove chest lining,1527.22,0.0
32400,Needle biopsy chest lining,72.22,0.0
32408,Core ndl bx lng/med perq,130.12,0.0
32440,Remove lung pneumonectomy,1484.29,0.0
32442,Sleeve pneumonectomy,2816.15,0.0
32445,Removal of lung extrapleural,3283.07,0.0
32480,Partial removal of lung,1397.43,0.0
32482,Bilobectomy,1498.6,0.0
32484,Segmentectomy,1348.17,0.0
32486,Sleeve lobectomy,2168.19,0.0
32488,Completion pneumonectomy,2231.09,0.0
32491,Lung volume reduction,1402.42,0.0
32501,Repair bronchus add-on,219.98,0.0
32503,Resect apical lung tumor,1686.96,0.0
32504,Resect apical lung tum/chest,1912.6,0.0
32505,Wedge resect of lung initial,891.57,0.0
32506,Wedge resect of lung add-on,140.77,0.0
32507,Wedge resect of lung diag,140.77,0.0
32540,Removal of lung lesion,1627.72,0.0
32550,Insert pleural cath,180.71,0.0
32551,Insertion of chest tube,142.44,0.0
32552,Remove lung catheter,147.1,0.0
32553,Ins mark thor for rt perq,151.42,0.0
32554,Aspirate pleura w/o imaging,78.87,0.0
32555,Aspirate pleura w/ imaging,93.52,0.0
32556,Insert cath pleura w/o image,111.49,0.0
32557,Insert cath pleura w/ image,128.79,0.0
32560,Treat pleurodesis w/agent,68.22,0.0
32561,Lyse chest fibrin init day,59.9,0.0
32562,Lyse chest fibrin subq day,53.58,0.0
32601,Thoracoscopy diagnostic,287.21,0.0
32604,Thoracoscopy wbx sac,444.29,0.0
32606,Thoracoscopy w/bx med space,426.98,0.0
32607,Thoracoscopy w/bx infiltrate,288.2,0.0
32608,Thoracoscopy w/bx nodule,351.77,0.0
32609,Thoracoscopy w/bx pleura,237.95,0.0
32650,Thoracoscopy w/pleurodesis,647.96,0.0
32651,Thoracoscopy remove cortex,1036.01,0.0
32652,Thoracoscopy rem totl cortex,1564.16,0.0
32653,Thoracoscopy remov fb/fibrin,1002.73,0.0
32654,Thoracoscopy contrl bleeding,1123.87,0.0
32655,Thoracoscopy resect bullae,912.54,0.0
32656,Thoracoscopy w/pleurectomy,776.42,0.0
32658,Thoracoscopy w/sac fb remove,692.89,0.0
32659,Thoracoscopy w/sac drainage,713.86,0.0
32661,Thoracoscopy w/pericard exc,768.77,0.0
32662,Thoracoscopy w/mediast exc,857.63,0.0
32663,Thoracoscopy w/lobectomy,1313.89,0.0
32664,Thoracoscopy w/ th nrv exc,813.36,0.0
32665,Thoracoscop w/esoph musc exc,1163.14,0.0
32666,Thoracoscopy w/wedge resect,835.99,0.0
32667,Thoracoscopy w/w resect addl,141.11,0.0
32668,Thoracoscopy w/w resect diag,141.44,0.0
32669,Thoracoscopy remove segment,1262.98,0.0
32670,Thoracoscopy bilobectomy,1494.6,0.0
32671,Thoracoscopy pneumonectomy,1654.02,0.0
32672,Thoracoscopy for lvrs,1422.05,0.0
32673,Thoracoscopy w/thymus resect,1146.83,0.0
32674,Thoracoscopy lymph node exc,194.69,0.0
32701,Thorax stereo rad targetw/tx,187.37,66.56
32800,Repair lung hernia,913.87,0.0
32810,Close chest after drainage,870.6,0.0
32815,Close bronchial fistula,2619.47,0.0
32820,Reconstruct injured chest,1309.24,0.0
32851,Lung transplant single,3037.47,0.0
32852,Lung transplant with bypass,3315.69,0.0
32853,Lung transplant double,4223.56,0.0
32854,Lung transplant with bypass,4478.49,0.0
32855,Prepare donor lung single,0.0,0.0
32856,Prepare donor lung double,0.0,0.0
32900,Removal of rib(s),1287.27,0.0
32905,Revise & repair chest wall,1262.98,0.0
32906,Revise & repair chest wall,1545.86,0.0
32940,Revision of lung,1170.79,0.0
32960,Therapeutic pneumothorax,81.87,0.0
32994,Ablate pulm tumor perq crybl,379.39,0.0
32997,Total lung lavage,299.19,0.0
32998,Ablate pulm tumor perq rf,379.39,0.0
32999,Unlisted px lungs & pleura,0.0,0.0
33016,Pericardiocentesis w/imaging,203.34,0.0
33017,Prcrd drg 6yr+ w/o cgen car,213.32,0.0
33018,Prcrd drg 0-5yr or w/anomly,250.6,0.0
33019,Perq prcrd drg insj cath ct,178.71,0.0
33020,Incision of heart sac,780.75,0.0
33025,Incision of heart sac,737.48,0.0
33030,Partial removal of heart sac,1871.0,0.0
33031,Partial removal of heart sac,2303.31,0.0
33050,Resect heart sac lesion,965.79,0.0
33120,Exc icar tum resc w/card byp,1944.55,0.0
33130,Rescj external cardiac tumor,1305.24,0.0
33140,Heart revascularize (tmr),1467.98,0.0
33141,Heart tmr w/other procedure,119.14,0.0
33202,Insert epicard eltrd open,738.48,0.0
33203,Insert epicard eltrd endo,768.44,0.0
33206,Insert heart pm atrial,400.69,0.0
33207,Insert heart pm ventricular,420.66,0.0
33208,Insrt heart pm atrial & vent,454.27,0.0
33210,Insert electrd/pm cath sngl,140.11,0.0
33211,Insert card electrodes dual,145.1,0.0
33212,Insert pulse gen sngl lead,291.2,0.0
33213,Insert pulse gen dual leads,302.52,0.0
33214,Upgrade of pacemaker system,423.99,0.0
33215,Reposition pacing-defib lead,274.23,0.0
33216,Insert 1 electrode pm-defib,330.14,0.0
33217,Insert 2 electrode pm-defib,329.14,0.0
33218,Repair lead pace-defib one,347.11,0.0
33220,Repair lead pace-defib dual,340.12,0.0
33221,Insert pulse gen mult leads,317.49,0.0
33222,Relocation pocket pacemaker,309.17,0.0
33223,Relocate pocket for defib,362.75,0.0
33224,Insert pacing lead & connect,439.96,0.0
33225,L ventric pacing lead add-on,393.04,0.0
33226,Reposition l ventric lead,421.66,0.0
33227,Remove&replace pm gen singl,300.85,0.0
33228,Remv&replc pm gen dual lead,314.16,0.0
33229,Remv&replc pm gen mult leads,328.47,0.0
33230,Insrt pulse gen w/dual leads,331.8,0.0
33231,Insrt pulse gen w/mult leads,353.77,0.0
33233,Removal of pm generator,211.66,0.0
33234,Removal of pacemaker system,427.65,0.0
33235,Removal pacemaker electrode,565.76,0.0
33236,Remove electrode/thoracotomy,775.42,0.0
33237,Remove electrode/thoracotomy,827.34,0.0
33238,Remove electrode/thoracotomy,933.84,0.0
33240,Insrt pulse gen w/singl lead,319.16,0.0
33241,Remove pulse generator,197.02,0.0
33243,Remove eltrd/thoracotomy,1298.25,0.0
33244,Remove elctrd transvenously,763.78,0.0
33249,Insj/rplcmt defib w/lead(s),795.06,0.0
33250,Ablate heart dysrhythm focus,1386.78,0.0
33251,Ablate heart dysrhythm focus,1527.55,0.0
33254,Ablate atria lmtd,1288.6,0.0
33255,Ablate atria w/o bypass ext,1544.86,0.0
33256,Ablate atria w/bypass exten,1820.42,0.0
33257,Ablate atria lmtd add-on,567.09,0.0
33258,Ablate atria x10sv add-on,633.98,0.0
33259,Ablate atria w/bypass add-on,818.02,0.0
33261,Ablate heart dysrhythm focus,1528.22,0.0
33262,Rmvl& replc pulse gen 1 lead,328.14,0.0
33263,Rmvl & rplcmt dfb gen 2 lead,341.12,0.0
33264,Rmvl & rplcmt dfb gen mlt ld,354.1,0.0
33265,Ablate atria lmtd endo,1289.6,0.0
33266,Ablate atria x10sv endo,1734.55,0.0
33267,Excl laa open any method,985.09,0.0
33268,Excl laa opn oth px any meth,116.81,0.0
33269,Excl laa thrscp any method,793.4,0.0
33270,Ins/rep subq defibrillator,491.21,0.0
33271,Insj subq impltbl dfb elctrd,404.68,0.0
33272,Rmvl of subq defibrillator,309.17,0.0
33273,Repos prev impltbl subq dfb,357.76,0.0
33274,Tcat insj/rpl perm ldls pm,418.0,0.0
33275,Tcat rmvl perm ldls pm w/img,445.62,0.0
33276,Insj phrnc nrv stim sys,503.53,0.0
33277,Insj phrnc nrv stim transvns,254.59,0.0
33278,Rmvl phrnc nrv stim sys,495.21,0.0
33279,Rmvl phrnc nrv stim transvns,307.51,0.0
33280,Rmvl phrnc nrv stim pg only,191.36,0.0
33281,Reposg phrnc nrv stim trnsvn,337.46,0.0
33285,Insj subq car rhythm mntr,75.55,0.0
33286,Rmvl subq car rhythm mntr,74.55,0.0
33287,Rmv&rplcmt phrnc nrv stim pg,339.79,0.0
33288,Rmv&rplcmt phrnc nrv stim ld,454.6,0.0
33289,Tcat impl wrls p-art prs snr,283.21,0.0
33300,Repair of heart wound,2260.71,0.0
33305,Repair of heart wound,3753.98,0.0
33310,Exploratory heart surgery,1125.86,0.0
33315,Exploratory heart surgery,1777.15,0.0
33320,Repair major blood vessel(s),1013.71,0.0
33321,Repair major vessel,1139.84,0.0
33322,Repair major blood vessel(s),1323.55,0.0
33330,Insert major vessel graft,1358.49,0.0
33335,Insert major vessel graft,1762.51,0.0
33340,Perq clsr tcat l atr apndge,616.35,0.0
33361,Replace aortic valve perq,1075.28,0.0
33362,Replace aortic valve open,1171.12,0.0
33363,Replace aortic valve open,1216.72,0.0
33364,Replace aortic valve open,1260.31,0.0
33365,Replace aortic valve open,1269.63,0.0
33366,Trcath replace aortic valve,1395.43,0.0
33367,Replace aortic valve w/byp,556.44,0.0
33368,Replace aortic valve w/byp,674.25,0.0
33369,Replace aortic valve w/byp,890.91,0.0
33370,Tcat plmt&rmvl cepd perq,115.48,0.0
33390,Valvuloplasty aortic valve,1765.84,0.0
33391,Valvuloplasty aortic valve,2111.62,0.0
33404,Prepare heart-aorta conduit,1658.68,0.0
33405,Replacement aortic valve opn,2118.27,0.0
33406,Replacement aortic valve opn,2669.72,0.0
33410,Replacement aortic valve opn,2375.19,0.0
33411,Replacement of aortic valve,3106.36,0.0
33412,Replacement of aortic valve,2922.65,0.0
33413,Replacement of aortic valve,3004.19,0.0
33414,Repair of aortic valve,1989.48,0.0
33415,Revision subvalvular tissue,1897.29,0.0
33416,Revise ventricle muscle,1895.3,0.0
33417,Repair of aortic valve,1574.48,0.0
33418,Repair tcat mitral valve,1575.14,0.0
33419,Repair tcat mitral valve,366.75,0.0
33420,Revision of mitral valve,1382.12,0.0
33422,Revision of mitral valve,1582.46,0.0
33425,Repair of mitral valve,2540.6,0.0
33426,Repair of mitral valve,2223.77,0.0
33427,Repair of mitral valve,2265.04,0.0
33430,Replacement of mitral valve,2613.48,0.0
33440,Rplcmt a-valve tlcj autol pv,3156.61,0.0
33460,Revision of tricuspid valve,2236.08,0.0
33463,Valvuloplasty tricuspid,2855.09,0.0
33464,Valvuloplasty tricuspid,2264.7,0.0
33465,Replace tricuspid valve,2554.57,0.0
33468,Revision of tricuspid valve,2263.37,0.0
33474,Revision of pulmonary valve,2030.41,0.0
33475,Replacement pulmonary valve,2140.9,0.0
33476,Revision of heart chamber,1443.35,0.0
33477,Implant tcat pulm vlv perq,1122.2,0.0
33478,Revision of heart chamber,1487.95,0.0
33496,Repair prosth valve clot,1580.8,0.0
33500,Repair heart vessel fistula,1482.62,0.0
33501,Repair heart vessel fistula,1071.28,0.0
33502,Coronary artery correction,1220.71,0.0
33503,Coronary artery graft,1272.96,0.0
33504,Coronary artery graft,1391.77,0.0
33505,Repair artery w/tunnel,1891.3,0.0
33506,Repair artery translocation,1893.96,0.0
33507,Repair art intramural,1597.77,0.0
33508,Endoscopic vein harvest,14.31,0.0
33509,Ndsc hrv uxtr art 1 sgm cab,157.41,0.0
33510,Cabg vein single,1808.1,0.0
33511,Cabg vein two,1987.48,0.0
33512,Cabg vein three,2250.06,0.0
33513,Cabg vein four,2295.32,0.0
33514,Cabg vein five,2443.42,0.0
33516,Cabg vein six or more,2530.61,0.0
33517,Cabg artery-vein single,169.73,0.0
33518,Cabg artery-vein two,372.4,0.0
33519,Cabg artery-vein three,492.21,0.0
33521,Cabg artery-vein four,591.05,0.0
33522,Cabg artery-vein five,662.94,0.0
33523,Cabg art-vein six or more,753.79,0.0
33530,Coronary artery bypass/reop,475.57,0.0
33533,Cabg arterial single,1751.53,0.0
33534,Cabg arterial two,2053.71,0.0
33535,Cabg arterial three,2277.35,0.0
33536,Cabg arterial four or more,2451.74,0.0
33542,Removal of heart lesion,2446.75,0.0
33545,Repair of heart damage,2857.75,0.0
33548,Restore/remodel ventricle,2765.57,0.0
33572,Open coronary endarterectomy,208.67,0.0
33600,Closure of valve,1619.74,0.0
33602,Closure of valve,1574.81,0.0
33606,Anastomosis/artery-aorta,1671.32,0.0
33608,Repair anomaly w/conduit,1693.95,0.0
33610,Repair by enlargement,1671.32,0.0
33611,Repair double ventricle,1809.77,0.0
33612,Repair double ventricle,1857.36,0.0
33615,Repair modified fontan,1865.68,0.0
33617,Repair single ventricle,2016.44,0.0
33619,Repair single ventricle,2567.22,0.0
33620,Apply r&l pulm art bands,1531.88,0.0
33621,Transthor cath for stent,881.92,0.0
33622,Redo compl cardiac anomaly,3147.62,0.0
33641,Repair heart septum defect,1528.55,0.0
33645,Revision of heart veins,1612.42,0.0
33647,Repair heart septum defects,1688.96,0.0
33660,Repair of heart defects,1634.38,0.0
33665,Repair of heart defects,1776.49,0.0
33670,Repair of heart chambers,1812.1,0.0
33675,Close mult vsd,1828.74,0.0
33676,Close mult vsd w/resection,1875.66,0.0
33677,Cl mult vsd w/rem pul band,1945.55,0.0
33681,Closure 1 vsd w/wo patch,1739.55,0.0
33684,Clsr 1 vsd w/wo patch w/vlvt,1753.86,0.0
33688,Clsr 1vsd w/wo ptch rmvl bnd,1736.22,0.0
33690,Banding pulmonary artery,1151.49,0.0
33692,Comp rpr tof wo pulm atresia,1802.44,0.0
33694,Cmp rpr tof wo plm atrs ptch,1809.77,0.0
33697,Compl rpr tof w/pulm atresia,1903.95,0.0
33702,Repair of heart defects,1458.33,0.0
33710,Repair of heart defects,1900.62,0.0
33720,Repair of heart defect,1459.66,0.0
33724,Repair venous anomaly,1436.7,0.0
33726,Repair pul venous stenosis,1883.65,0.0
33730,Repair heart-vein defect(s),1872.0,0.0
33732,Repair heart-vein defect,1556.51,0.0
33735,Revision of heart chamber,1238.68,0.0
33736,Revision of heart chamber,1338.52,0.0
33741,Tas congenital car anomal,647.3,0.0
33745,Tis cgen car anomal 1st shnt,925.85,0.0
33746,Tis cgen car anomal ea addl,369.74,0.0
33750,Shunt subclavian to pulm art,1189.09,0.0
33755,Shunt as-aort to pulm art,1257.65,0.0
33762,Shunt desc aorta to pulm art,1207.4,0.0
33764,Shunt central w/prostc graft,1257.65,0.0
33766,Shunt supr v/c p-art 1 lung,1252.66,0.0
33767,Shunt supr v/c p-art bth lng,1334.2,0.0
33768,Anast cavopulm sec sup v/c,376.06,0.0
33770,Rpr tga w/o surg enlgmnt vsd,1952.2,0.0
33771,Rpr tga w/surg enlgmnt vsd,1997.47,0.0
33774,Rpr tga atrial baffle px,1697.28,0.0
33775,Rpr tga atr bfl rmvl plm bnd,1740.54,0.0
33776,Rpr tga atr bfl clsr vsd,1843.05,0.0
33777,Rpr tga bfl rpr sbpulm obstr,1761.18,0.0
33778,Rpr tga aortic pulm art rcns,2182.84,0.0
33779,Rpr tga rcnstj rmvl plm bnd,2135.24,0.0
33780,Rpr tga rcnstj clsr vsd,2179.17,0.0
33781,Rpr tga rcnstj rpr sbpl obst,2118.27,0.0
33782,Nikaidoh proc,2963.92,0.0
33783,Nikaidoh proc w/ostia implt,3198.54,0.0
33786,Repair arterial trunk,2101.3,0.0
33788,Revision of pulmonary artery,1433.04,0.0
33800,Aortic suspension,932.84,0.0
33802,Division aberrant vessel,1041.66,0.0
33803,Div aberrant vsl w/reanast,1082.6,0.0
33814,Obltrj a-pulm sep def w/byp,1444.35,0.0
33820,Repair pda by ligation,921.86,0.0
33822,Repair pda div<18 years,969.45,0.0
33824,Repair pda div 18 yrs&older,1127.19,0.0
33840,Exc coa w/direct anastomosis,1181.11,0.0
33845,Excision coa w/graft,1272.63,0.0
33851,Exc coa rpr l subcl art/prst,1211.39,0.0
33852,Rpr hypopl a-arch wo byp,1325.88,0.0
33853,Rpr hypopl a-arch w/byp,1723.57,0.0
33858,As-aort grf f/aortic dsj,3122.33,0.0
33859,As-aort grf f/ds oth/thn dsj,2253.72,0.0
33863,Ascending aortic graft,2895.36,0.0
33864,Ascending aortic graft,2955.6,0.0
33866,Aortic hemiarch graft,833.66,0.0
33871,Transvrs a-arch grf hypthrm,2992.54,0.0
33875,Thoracic aortic graft,2527.62,0.0
33877,Thoracoabdominal graft,3280.41,0.0
33880,Evasc rpr ta ndgft cov lsa,1282.61,0.0
33881,Evasc rpr ta ndgft xcov lsa,1076.94,0.0
33882,Evasc rpr ta dplmt mltpc sys,1756.52,0.0
33883,Delayed plmt prox xtn prosth,958.13,0.0
33886,Delayed plmt dstl xtn prosth,957.13,0.0
33894,Evasc st rpr thrc/aa acrs br,844.98,0.0
33895,Evasc st rpr thrc/aa x crsg,672.59,0.0
33897,Perq trluml angp nt/recr coa,499.87,0.0
33900,Perq p-art revsc 1 nm nt uni,509.85,0.0
33901,Perq p-art revsc 1 nm nt bi,670.59,0.0
33902,Perq p-art revsc 1 abnor uni,647.3,0.0
33903,Perq p-art revsc 1 abnor bi,763.78,0.0
33904,Perq p-art revsc each addl,256.26,0.0
33910,Remove lung artery emboli,2445.75,0.0
33915,Remove lung artery emboli,1298.59,0.0
33916,Surgery of great vessel,3839.51,0.0
33917,Repair pulmonary artery,1384.45,0.0
33920,Repair pulmonary atresia,1683.97,0.0
33922,Transect pulmonary artery,1316.89,0.0
33924,Remove pulmonary shunt,257.59,0.0
33925,Rpr pul art unifocal w/o cpb,1592.78,0.0
33926,Repr pul art unifocal w/cpb,2224.77,0.0
33927,Impltj tot rplcmt hrt sys,2304.97,0.0
33928,Rmvl & rplcmt tot hrt sys,0.0,0.0
33929,Rmvl rplcmt hrt sys f/trnspl,0.0,0.0
33933,Prepare donor heart/lung,0.0,0.0
33935,Transplantation heart/lung,4589.31,0.0
33944,Prepare donor heart,0.0,0.0
33945,Transplantation of heart,4500.45,0.0
33946,Ecmo/ecls initiation venous,278.55,0.0
33947,Ecmo/ecls initiation artery,307.17,0.0
33948,Ecmo/ecls daily mgmt-venous,216.32,0.0
33949,Ecmo/ecls daily mgmt artery,208.33,0.0
33951,Ecmo/ecls insj prph cannula,387.71,0.0
33952,Ecmo/ecls insj prph cannula,383.39,0.0
33953,Ecmo/ecls insj prph cannula,431.64,0.0
33954,Ecmo/ecls insj prph cannula,430.31,0.0
33955,Ecmo/ecls insj ctr cannula,755.12,0.0
33956,Ecmo/ecls insj ctr cannula,753.46,0.0
33957,Ecmo/ecls repos perph cnula,169.4,0.0
33958,Ecmo/ecls repos perph cnula,169.4,0.0
33959,Ecmo/ecls repos perph cnula,215.32,0.0
33962,Ecmo/ecls repos perph cnula,215.32,0.0
33963,Ecmo/ecls repos perph cnula,426.98,0.0
33964,Ecmo/ecls repos perph cnula,449.95,0.0
33965,Ecmo/ecls rmvl perph cannula,169.4,0.0
33966,Ecmo/ecls rmvl prph cannula,214.99,0.0
33967,Insert i-aort percut device,223.97,0.0
33968,Remove aortic assist device,29.62,0.0
33969,Ecmo/ecls rmvl perph cannula,249.6,0.0
33970,Aortic circulation assist,313.16,0.0
33971,Aortic circulation assist,668.93,0.0
33973,Insert balloon device,456.93,0.0
33974,Remove intra-aortic balloon,868.61,0.0
33975,Implant ventricular device,1173.79,0.0
33976,Implant ventricular device,1442.02,0.0
33977,Remove ventricular device,1031.68,0.0
33978,Remove ventricular device,1232.36,0.0
33979,Insert intracorporeal device,1762.18,0.0
33980,Remove intracorporeal device,1630.39,0.0
33981,Replace vad pump ext,755.12,0.0
33982,Replace vad intra w/o bp,1774.82,0.0
33983,Replace vad intra w/bp,2089.65,0.0
33984,Ecmo/ecls rmvl prph cannula,257.59,0.0
33985,Ecmo/ecls rmvl ctr cannula,468.92,0.0
33986,Ecmo/ecls rmvl ctr cannula,475.57,0.0
33987,Artery expos/graft artery,189.7,0.0
33988,Insertion of left heart vent,708.2,0.0
33989,Removal of left heart vent,449.95,0.0
33990,Insj perq vad l hrt arterial,311.83,0.0
33991,Insj perq vad l hrt artl&ven,414.34,0.0
33992,Rmvl perq left heart vad,164.4,0.0
33993,Reposg perq r/l hrt vad,141.77,0.0
33995,Insj perq vad r hrt venous,311.5,0.0
33997,Rmvl perq right heart vad,139.11,0.0
33999,Unlisted px cardiac surgery,0.0,0.0
34001,Removal of artery clot,832.0,0.0
34051,Removal of artery clot,961.79,0.0
34101,Removal of artery clot,541.8,0.0
34111,Removal of arm artery clot,542.13,0.0
34151,Removal of artery clot,1258.65,0.0
34201,Removal of artery clot,923.85,0.0
34203,Removal of leg artery clot,859.29,0.0
34401,Removal of vein clot,1214.39,0.0
34421,Removal of vein clot,632.99,0.0
34451,Removal of vein clot,1301.58,0.0
34471,Removal of vein clot,980.1,0.0
34490,Removal of vein clot,525.82,0.0
34501,Repair valve femoral vein,817.69,0.0
34502,Reconstruct vena cava,1411.4,0.0
34510,Transposition of vein valve,928.18,0.0
34520,Cross-over vein graft,899.89,0.0
34530,Leg vein fusion,857.63,0.0
34701,Evasc rpr a-ao ndgft,1111.88,0.0
34702,Evasc rpr a-ao ndgft rpt,1621.73,0.0
34703,Evasc rpr a-unilac ndgft,1233.36,0.0
34704,Evasc rpr a-unilac ndgft rpt,2012.11,0.0
34705,Evac rpr a-biiliac ndgft,1369.8,0.0
34706,Evasc rpr a-biiliac rpt,2043.39,0.0
34707,Evasc rpr ilio-iliac ndgft,1046.99,0.0
34708,Evasc rpr ilio-iliac rpt,1643.37,0.0
34709,Plmt xtn prosth evasc rpr,287.54,0.0
34710,Dlyd plmt xtn prosth 1st vsl,719.85,0.0
34711,Dlyd plmt xtn prosth ea addl,263.24,0.0
34712,Tcat dlvr enhncd fixj dev,591.72,0.0
34713,Perq access & clsr fem art,109.82,0.0
34714,Opn fem art expos cndt crtj,244.28,0.0
34715,Opn ax/subcla art expos,268.57,0.0
34716,Opn ax/subcla art expos cndt,337.13,0.0
34717,Evasc rpr a-iliac ndgft,395.37,0.0
34718,Evasc rpr n/a a-iliac ndgft,1108.56,0.0
34808,Endovas iliac a device addon,181.04,0.0
